0.0547144 0.0221559 0.0357742 -0.0885644 -0.0696691
-0.146407 -0.06561 -0.107895 0.254049 0.19738
0.180603 0.086392 0.145055 -0.332322 -0.254839
-0.125526 -0.0631729 -0.108549 0.244981 0.185896
0.0521484 0.0278792 0.0490401 -0.109298 -0.0825294
-0.0126363 -0.00756661 -0.0136169 0.0296705 0.0224322
0.00176284 0.00126767 0.00233283 -0.00492657 -0.00375109
-0.000132501 -0.000127755 -0.000239926 0.000488467 0.000377179
4.23423e-06 7.10322e-06 1.35553e-05 -2.65022e-05 -2.0951e-05
-1.68052e-09 -1.67272e-07 -3.21404e-07 5.98909e-07 4.92362e-07
