0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.550315845288423588e-15 6.550315845288423588e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.265215792718322518e-12 2.265215792718322518e-12 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.410357191617862327e-10 2.410357191617862327e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.044028682950504106e-08 1.044028682950504106e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.248536706550563480e-07 2.248536706550563480e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.790269420738233919e-06 2.790269420738233919e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.228576391030689940e-05 2.228576391030689940e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.246768310597945462e-04 1.246768310597945462e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.217126044728959133e-04 5.217126044728959133e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.719455830999500057e-03 1.719455830999361279e-03 1.387778780781445676e-16 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.650759791918646080e-03 4.650759791910208385e-03 8.437694987151189707e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.067114437429692031e-02 1.067114437397059801e-02 3.263223025129491361e-13 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.133786679785565354e-02 2.133786678979815443e-02 8.057499112368304850e-12 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.801453831491821700e-02 3.801453817958674875e-02 1.353314682539519254e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.145567483973196632e-02 6.145567320910039211e-02 1.630631574212060286e-09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.154331829751341520e-02 9.154330356252263212e-02 1.473499078308293520e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.272690305489798945e-01 1.272689268957695463e-01 1.036532103482201705e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.669425113669024685e-01 1.669419255564427718e-01 5.858104596967450561e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.085291502877535119e-01 2.085264179779035276e-01 2.732309849984293493e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e-01 2.499892385117681026e-01 1.076148823181410918e-05 8.326672684688674053e-17 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.896065941803788180e-01 2.895700887877586949e-01 3.650539261851326600e-05 1.609823385706476984e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.260408461933064217e-01 3.259323561327268637e-01 1.084900605519689698e-04 2.756128658631951112e-14 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.584825085820956270e-01 3.581958281482404693e-01 2.866804334881734029e-04 3.670119763654611234e-13 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.865618401220617395e-01 3.858795288201436469e-01 6.823112980276491157e-04 3.890471278467089178e-12 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.102729863393145271e-01 4.087937248620646669e-01 1.479261443655677244e-03 3.359418299098138050e-11 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.298696440658299478e-01 4.269191761474439017e-01 2.950467677260232291e-03 2.411257860046589485e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.457652760305523820e-01 4.403037158829430919e-01 5.461558683181905183e-03 1.464427384911815011e-09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.584502535791632472e-01 4.489948206025362598e-01 9.455425331660272104e-03 7.644966715236733990e-09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.684303878094801532e-01 4.530145507492586709e-01 1.541580227158742544e-02 3.478863402905929547e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.761861353476841696e-01 4.523722706953683392e-01 2.381372493271907698e-02 1.397195967256514848e-07 2.775557561562891351e-17 0.000000000000000000e+00 0.000000000000000000e+00
4.821490686430892625e-01 4.471027219920110651e-01 3.504584585619993642e-02 5.007948779556237184e-07 2.498001805406602216e-16 0.000000000000000000e+00 0.000000000000000000e+00
4.866913002924573295e-01 4.373134596761091286e-01 4.937622267252636532e-02 1.617943819198774946e-06 2.636779683484746784e-15 0.000000000000000000e+00 0.000000000000000000e+00
4.901237359145833028e-01 4.232264409930235338e-01 6.689254109562092765e-02 4.753825914388665197e-06 2.448041769298470172e-14 0.000000000000000000e+00 0.000000000000000000e+00
4.926997381926582209e-01 4.052026849730361868e-01 8.748424804547791367e-02 1.280517395016445015e-05 1.939559624020148476e-13 0.000000000000000000e+00 0.000000000000000000e+00
4.946216435476130102e-01 3.837447387849585723e-01 1.108450530045589633e-01 3.185175676342910656e-05 1.331990073794031559e-12 0.000000000000000000e+00 0.000000000000000000e+00
4.960483744232313530e-01 3.594774515984082708e-01 1.364972804694399300e-01 7.364234736467745179e-05 8.018447017477114969e-12 0.000000000000000000e+00 0.000000000000000000e+00
4.971030430116515353e-01 3.331119511292446322e-01 1.638318926692701183e-01 1.591991703944750647e-04 4.274230969159020788e-11 0.000000000000000000e+00 0.000000000000000000e+00
4.978799262902536826e-01 3.054000988481263557e-01 1.921563023681819027e-01 3.235248703378490465e-04 2.036075752442911835e-10 0.000000000000000000e+00 0.000000000000000000e+00
4.984505240722191255e-01 2.770870790721615684e-01 2.207423586615504252e-01 6.210854644744523423e-04 8.740325962985906472e-10 0.000000000000000000e+00 0.000000000000000000e+00
4.988686223189436886e-01 2.488686223189436331e-01 2.488686223189436331e-01 1.131374274102453503e-03 3.406953913431820524e-09 0.000000000000000000e+00 0.000000000000000000e+00
4.991744058258312799e-01 2.213573383405731676e-01 2.758535222371695239e-01 1.963533104998221868e-03 1.214309042207872835e-08 2.775557561562891351e-17 0.000000000000000000e+00
4.993977258668487185e-01 1.950603783520625245e-01 3.010784769475008393e-01 3.258830740260648673e-03 3.982702440064045390e-08 3.053113317719180486e-16 0.000000000000000000e+00
4.995606514710814183e-01 1.703686377458420442e-01 3.240020287570428703e-01 5.189864063940369254e-03 1.209042539418447859e-07 2.248201624865941994e-15 0.000000000000000000e+00
4.996794335402428011e-01 1.475562211720970740e-01 3.441671867751304736e-01 7.955684053416539614e-03 3.415395842809587634e-07 1.443289932012703503e-14 0.000000000000000000e+00
4.997659996818130113e-01 1.267880036402813659e-01 3.612044811369723996e-01 1.177261269247731335e-02 9.022119984991583408e-07 8.346101587619614293e-14 0.000000000000000000e+00
4.998290812017224249e-01 1.081327811076494283e-01 3.748328642432994240e-01 1.686119709599992467e-02 2.238754336886250584e-06 4.367339823119209541e-13 0.000000000000000000e+00
4.998750561804716774e-01 9.157958415915742889e-02 3.848598332022986623e-01 2.343039867842142132e-02 5.240138512718761632e-06 2.081362859840396595e-12 0.000000000000000000e+00
4.999085761079516965e-01 7.705507832187652451e-02 3.911812843722075606e-01 3.166059928897740905e-02 1.161411580374860364e-05 9.086426056015284303e-12 0.000000000000000000e+00
4.999330291702677176e-01 6.444045616205271165e-02 3.937808845414407788e-01 4.168722719522122144e-02 2.446123501562147418e-05 3.653730096253582360e-11 0.000000000000000000e+00
4.999508812707925687e-01 5.358673229883087474e-02 3.927282979439232768e-01 5.358673229883084699e-02 4.911859319711719962e-05 1.360103973890858242e-10 0.000000000000000000e+00
4.999639261537229817e-01 4.432781165486676667e-02 3.881754861776093302e-01 6.736630645971675158e-02 9.432139062529043549e-05 4.709048706530438722e-10 0.000000000000000000e+00
4.999734683262981316e-01 3.649107537122647793e-02 3.803504571218388475e-01 8.295823551857783862e-02 1.736987916307053403e-04 1.523024206750989151e-09 5.551115123125782702e-17
4.999804565252211064e-01 2.990550510286982266e-02 3.695481845211162075e-01 1.002191924394691125e-01 3.075698417264183249e-04 4.620039212310800281e-09 2.775557561562891351e-16
4.999855809225074998e-01 2.440754930813826551e-02 3.561188393014670939e-01 1.189342400056368210e-01 5.249391131733893712e-04 1.319409043132324655e-08 1.443289932012703503e-15
