1.896447155223053016e-01 1.892292093187350477e-01 4.155062033549884498e-04 2.152722195249173977e-13 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.193812017373835965e-01 2.186879187979043904e-01 6.932829388306941017e-04 6.485051054603894953e-13 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.505140511057545871e-01 2.493696281005352011e-01 1.144423003262269242e-03 1.957120326713217298e-12 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.823583564541893853e-01 2.804912981339142686e-01 1.867058314363698266e-03 5.911422203481481147e-12 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.141654365041747221e-01 3.111580492379629193e-01 3.007387248357385693e-03 1.785441886003460062e-11 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.452466319775570058e-01 3.404677242283634109e-01 4.778907695311160851e-03 5.388244798140964256e-11 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.745998672089477788e-01 3.671223569112102014e-01 7.477510135561700466e-03 1.621758683852285531e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.012223030562269144e-01 3.897245634945492032e-01 1.149773907584651471e-02 4.858311972845690561e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.245652125681270150e-01 4.072119621827831049e-01 1.735324893861291129e-02 1.446731040248571194e-09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.444158941364237947e-01 4.187336916454644231e-01 2.568219821350004040e-02 4.277459303783323134e-09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.607475226408981328e-01 4.235209812207348934e-01 3.722652888169392799e-02 1.253846930005802694e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.739985769593628717e-01 4.211856727367993547e-01 5.281286782381338502e-02 3.639875013906787464e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.840588681852146524e-01 4.108903326899356334e-01 7.316843114368529188e-02 1.043515937567482212e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.910612721660446156e-01 3.922510033849095357e-01 9.880997410019926042e-02 2.946809358330794485e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.956620705835531604e-01 3.656950813172709092e-01 1.299661710392958081e-01 8.182269864354398527e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.987402322264113952e-01 3.322690310325900898e-01 1.664689705755617033e-01 2.230618259617005199e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.014088970903843867e-01 2.936349509560015614e-01 2.077679818676213819e-01 5.964266761488076299e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.030460177538808031e-01 2.509471774792083609e-01 2.520832685280967600e-01 1.557174657558443875e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.035222018570750802e-01 2.063835271449088460e-01 2.970991105614134709e-01 3.956415075274750048e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.037507730800294681e-01 1.628475409018592390e-01 3.408055283944950720e-01 9.770378367510578908e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.038954709092697826e-01 1.227141001130238329e-01 3.809474899923776525e-01 2.338808038683692805e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.039571819502131067e-01 8.786519774227639912e-02 4.155509276948278208e-01 5.410565131088779147e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
