8.543166174490579579e-14 8.543166174490579579e-14 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.079569849655626806e-12 2.079569849655626806e-12 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.453580754708695689e-11 3.453580754708695689e-11 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.131415876074129404e-10 4.131415876074129404e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.723785080289587685e-09 3.723785080289587685e-09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.625382028442757587e-08 2.625382028442757587e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.494080686670340441e-07 1.494080686670340441e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.047980252250507716e-07 7.047980252250507716e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.818858522102285491e-06 2.818858522102285491e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.745170820057991179e-06 9.745170820057991179e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.960929420294799793e-05 2.960929420294799793e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.020941628428811829e-05 8.020941628428811829e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.961542212163991275e-04 1.961542212163991275e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.377945771593338650e-04 4.377945771593005800e-04 3.330669073875469498e-17 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.002928699674616958e-04 9.002928699670453621e-04 4.163336342344337027e-16 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.720205469785313123e-03 1.720205469780300422e-03 5.012656956182581622e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.076639651701506932e-03 3.076639651652013103e-03 4.949374243778947983e-14 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.184704769016917902e-03 5.184704768606196099e-03 4.107214568449535162e-13 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.280543366087694465e-03 8.280543363177222255e-03 2.910471863515340455e-12 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.259925343425911601e-02 1.259925341640714611e-02 1.785196990233828274e-11 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.834885672798803463e-02 1.834885663204243247e-02 9.594560146375386270e-11 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.568456057102144405e-02 2.568456011420797505e-02 4.568134703841763811e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.468761210077105778e-02 3.468761015493507932e-02 1.945835975680765025e-09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.535211212190642244e-02 4.535210464050389023e-02 7.481402530817859666e-09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.758157392044008227e-02 5.758154774749548593e-02 2.617294459494878624e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.119523705153496529e-02 7.119515313091161202e-02 8.392062335049743902e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.594259980606688831e-02 8.594235155392024317e-02 2.482521466395936970e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.015235981128571052e-01 1.015229165161355418e-01 6.815967215634266552e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.176114357910062747e-01 1.176096893949666322e-01 1.746396039647990421e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.338752077386796413e-01 1.338710110892015470e-01 4.196649478060976096e-06 3.330669073875469498e-17 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000222e-01 1.499904986274500640e-01 9.501372549752806084e-06 1.831867990631508193e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.657029077527267802e-01 1.656825557690138617e-01 2.035198371170832200e-05 1.232347557333923720e-15 0.000000000000000000e+00 0.000000000000000000e+00
1.807442072832652902e-01 1.807028046640874464e-01 4.140261917042197963e-05 7.410738689372919907e-15 0.000000000000000000e+00 0.000000000000000000e+00
1.949336190716315920e-01 1.948533442832403872e-01 8.027478835104794616e-05 4.015121568556878376e-14 0.000000000000000000e+00 0.000000000000000000e+00
2.081321298076486692e-01 2.079833070865045042e-01 1.488227209459569379e-04 1.981914632409598047e-13 0.000000000000000000e+00 0.000000000000000000e+00
2.202501761092331423e-01 2.199855717849112102e-01 2.646043234249162326e-04 8.970157949761414178e-13 0.000000000000000000e+00 0.000000000000000000e+00
2.312431446669898361e-01 2.307907036193370121e-01 4.524410439105064027e-04 3.742323118061108128e-12 0.000000000000000000e+00 0.000000000000000000e+00
2.411051480987723983e-01 2.403592590364610759e-01 7.458890478484080837e-04 1.446291419959777516e-11 0.000000000000000000e+00 0.000000000000000000e+00
2.498619376943797266e-01 2.486735400389616102e-01 1.188397603402124815e-03 5.201599151405389033e-11 0.000000000000000000e+00 0.000000000000000000e+00
2.575636571885818737e-01 2.557297452736304044e-01 1.833911740115606740e-03 1.748358458009136081e-10 0.000000000000000000e+00 0.000000000000000000e+00
2.642779623248531773e-01 2.615312673003915012e-01 2.746694473082594845e-03 5.513791090372421877e-10 0.000000000000000000e+00 0.000000000000000000e+00
2.700838561192736575e-01 2.660836525641621653e-01 4.000201917581430212e-03 1.637530061548986158e-09 0.000000000000000000e+00 0.000000000000000000e+00
2.750664364027723963e-01 2.693914945003300643e-01 5.674937306975702360e-03 4.595466607248965664e-09 0.000000000000000000e+00 0.000000000000000000e+00
2.793126289473851220e-01 2.714572918129706802e-01 7.855324909323030402e-03 1.222509145581973556e-08 0.000000000000000000e+00 0.000000000000000000e+00
2.829078884050804654e-01 2.722820925511519330e-01 1.062576493356978159e-02 3.092035877338972227e-08 0.000000000000000000e+00 0.000000000000000000e+00
2.859337882765823902e-01 2.718675765531647359e-01 1.406613716287686243e-02 7.456054077481510415e-08 0.000000000000000000e+00 0.000000000000000000e+00
2.884663856473326793e-01 2.702191158714266073e-01 1.824709791811978191e-02 1.718577862019898764e-07 4.996003610813203939e-17 0.000000000000000000e+00
2.905752309702077096e-01 2.673493005423307478e-01 2.322555087171066998e-02 3.795561660635549011e-07 1.998401444325281576e-16 0.000000000000000000e+00
2.923228922428742771e-01 2.632814243243341568e-01 2.904066288541857013e-02 8.050331206155281406e-07 9.325873406851315334e-16 0.000000000000000000e+00
2.937648716259363968e-01 2.580524841693462301e-01 3.571074420231558355e-02 1.643254270655702953e-06 3.946842852542431186e-15 0.000000000000000000e+00
2.949498068652997018e-01 2.517153455600469880e-01 4.323122675029171524e-02 3.234554945202860851e-06 1.578737141016972474e-14 0.000000000000000000e+00
2.959198667616518841e-01 2.443398478276059271e-01 5.157386779309150460e-02 6.151140895038764542e-06 5.940248293256899565e-14 0.000000000000000000e+00
